,????,????
0,1.985483453,1.660000012
1,1.025087641,3.00299986
2,2.371982862,4.127000103
3,3.332682583,0.740999927
4,0.433554681,0.652000003
5,0.443144988,0.563000002
6,0.463151549,3.781000011
7,3.274866244,12.5309999
8,14.95627523,26.05699886
9,33.11501363,23.84500063
10,20.79660412,23.5930008
11,21.82627906,15.62699991
12,13.075134,12.8839994
13,10.90641346,8.608000139
14,7.000821716,11.50300014
15,11.21360596,14.42399973
16,14.82845186,16.00399969
17,16.08908211,18.04899964
18,17.33408798,12.12400007
19,10.28370404,13.92000007
20,13.13990594,17.7770006
21,18.68503574,14.19900005
22,12.65035669,17.41700014
23,17.61335266,8.933000144
24,7.866036246,6.347000167
25,5.292076846,7.764999804
26,7.078491436,9.432000002
27,9.374388311,16.65299974
28,19.32064048,18.41799974
29,17.84712772,16.76700013
30,15.42624315,17.78100044
31,16.97859592,18.7470002
32,17.96524927,14.03100058
33,12.37608691,8.439000088
34,7.200003783,4.151000073
35,3.413748002,2.109000011
36,2.116005248,0.790999939
37,1.12113531,3.943000033
38,3.668659482,3.355000021
39,2.95438138,3.021000067
40,2.441575696,4.331999955
41,3.481490419,8.031000305
42,7.746615727,10.22099941
43,9.944886565,5.714000098
44,4.460922243,3.875999928
45,2.947018926,3.875999928
46,3.153322035,6.0340003
47,5.529598083,6.015999787
48,5.158281897,7.548999774
49,6.793775989,6.849999866
50,5.807821139,5.686999941
51,4.537105502,5.245000278
52,4.355475436,5.128999967
53,4.437178084,5.904999891
54,4.917896803,8.22499998
55,7.4457943,9.510999939
56,8.770331337,8.40900005
57,7.194951287,9.29599987
58,8.03983574,6.005000223
59,4.725198547,9.549000273
60,8.678082537,10.07500029
61,9.346274228,10.55699959
62,9.67422816,6.678999894
63,5.536444625,4.23999992
64,3.419130142,1.292999985
65,1.240843808,0.49650003
66,0.931637909,-0.361
67,0.228057913,-0.1375
68,0.164746693,0.025000003
69,0.390274531,0.995999945
70,1.226099293,1.215999969
71,1.473025795,3.600000128
72,3.368693413,5.842999894
73,5.769171934,4.592999736
74,3.766763442,2.749000109
75,2.479000685,1.971999918
76,1.859495793,1.110999989
77,1.256291726,0.648999968
78,1.038841999,0.141000007
79,0.570176725,-0.140499996
80,0.384495348,-0.38349999
81,0.258899829,-0.300000002
82,0.194642568,-0.400000008
83,0.068757845,-0.400000008
84,0.267117641,-0.400000008
85,0.30379266,-0.400000008
86,0.13408124,-0.400000008
87,0.210872318,-0.26400001
88,0.070412191,-0.078499999
89,0.421863967,0.243000029
90,0.323510017,0.628999994
91,0.637389751,0.578999982
92,0.49417238,0.331499973
93,0.456252312,0.083999965
94,0.277063326,-0.058000006
95,0.218097522,-0.123999998
96,0.113660479,-3.56E-09
97,0.262718305,-0.065500015
98,0.31711076,-0.168499998
99,0.046158249,-0.176000008
